X Y A R logL 
14.6114403718 56.5428416598 7.09208967143 2.45313118412 -113117.415388
3.63173843435 31.2365222961 2.18704375768 8.78908852099 -113117.360171
35.7343205216 11.4313051579 5.85153068532 3.37609553478 -113116.976127
150.069256174 37.9734382509 5.62633271122 3.56625466983 -113116.822856
44.4166430776 86.4007844534 4.75463576441 3.7823464743 -113116.751999
16.9949322052 89.3867598714 4.46121897541 3.91680473432 -113116.692286
132.668186786 184.361301564 6.12307658326 3.9513643313 -113116.670055
129.46521203 1.97851101293 2.77961770523 7.2655047919 -113116.501018
12.0814404922 42.7846268437 8.22357953296 2.17706335029 -113116.484416
86.1765019785 83.5424351151 4.02774295389 4.39695195017 -113116.057158
146.76791056 188.25252005 3.51830158045 5.28333163481 -113115.715196
162.270862427 7.09889069383 6.23734450468 3.03875698131 -113115.518055
144.639298266 32.7905254847 3.21670472569 6.31555433075 -113115.512437
175.325158332 162.963718219 7.30985874853 2.55717819897 -113115.234832
80.7289290386 109.642168499 4.25478138301 4.09864422104 -113115.113063
0.175459974602 122.201215003 8.54530014546 2.63965604064 -113114.900657
53.8901588102 82.5176638304 2.21869436532 7.7199720994 -113114.884673
78.4442054879 67.7880057911 4.64227508869 3.77418102195 -113114.709393
82.2658292886 22.3979594155 5.51888658242 3.08413352885 -113114.332935
33.6999504382 158.564683586 10.5774300712 2.14855797122 -113114.174786
87.0088878428 105.255180455 7.49411740419 2.53232520809 -113113.95031
148.522531187 195.289855459 3.50231052732 5.79637327209 -113113.626614
195.486118071 157.94615426 4.09359001633 4.60779614938 -113113.11245
18.2595212417 98.1556237254 2.56602156368 7.34532703287 -113112.938611
156.864764474 4.91412511373 6.09870180789 3.22024538725 -113112.782154
110.748403364 95.8429017216 1.74982587928 8.86052466664 -113112.653071
82.0055266528 31.4159923585 2.70321149868 6.40747699567 -113112.24229
46.3479563381 187.482054422 7.40877087608 2.50494523854 -113112.112019
145.585368154 108.118530101 6.15375362213 2.88324973299 -113112.058077
146.694049387 108.791027952 2.93456659989 6.0747935775 -113112.01325
126.92990774 97.4128787792 3.46345968845 4.89778737396 -113111.50658
140.710728403 57.7244689577 7.05306844462 2.29738477961 -113111.50407
67.6458398141 126.381832925 2.58908862639 7.04469950511 -113111.495641
163.358764366 17.8215527676 4.74335760465 3.73704228804 -113111.33587
51.722661102 191.520418761 4.83753096117 3.86127201877 -113111.21101
43.1720809043 39.0452126051 3.02806994996 7.15312755982 -113111.074567
14.4061206551 150.660906688 2.33720784956 7.4180156541 -113111.047309
84.9352172221 157.923954398 2.2644860664 8.35091543625 -113110.760557
189.009230576 127.57761889 3.02652034601 6.1177752468 -113110.313703
167.651178688 34.4262739717 3.69830710963 4.85353036825 -113110.242627
170.023427416 49.2025558916 5.50174736137 2.8848703372 -113110.203929
31.374594667 14.5282818753 4.85507685821 4.06832728716 -113110.049362
108.46402347 120.395918325 4.78377791914 3.87102426739 -113109.990045
139.906732823 50.8794814889 8.5864578308 2.09880719288 -113109.917195
89.903622236 90.920616538 3.64441179783 4.94864253002 -113109.914396
74.5711190527 23.1455582457 4.62113526133 3.59786005014 -113109.871354
39.5482797266 76.2619546677 5.85188214511 2.9490063138 -113109.60027
84.4245326191 54.9557832102 2.93338988265 6.17439450619 -113109.369982
63.055068482 127.394642945 3.67101084383 4.81712176246 -113109.353074
101.45300264 170.210113908 5.05755149412 3.63538079103 -113109.34608
151.643654559 78.4944609053 8.21864179435 2.09681241826 -113108.537436
57.6035554526 132.675199643 7.73733270635 2.30257515923 -113108.466566
194.782513382 80.9551182961 6.83469296105 2.38929993525 -113108.326385
124.828481579 23.4929417629 2.47732229693 6.46277813425 -113108.057827
127.380795356 42.8503852251 1.99920510005 8.46857539791 -113107.735307
141.513639866 146.419394025 8.72888170057 2.25124887161 -113107.618817
27.5960720095 82.7921864153 3.23802270562 5.71504610605 -113107.548949
33.9531561227 76.2691557482 7.75849147737 2.21242866401 -113107.516694
194.359826168 103.358174547 8.05892269548 2.15906670017 -113107.481543
109.873631367 66.4207520365 4.06103572996 4.31463920203 -113107.420033
106.02166743 7.14760976726 2.58283944618 7.56398117595 -113107.394307
190.521274274 35.1827042188 3.33488844635 5.59857559374 -113107.346467
71.5216045223 147.435920909 3.21085074268 5.426477557 -113107.334572
5.76735879667 21.0209061463 1.89866803285 8.21163186886 -113107.003397
73.5391870183 158.097745862 7.04907319582 2.46638979411 -113106.987719
146.792655768 1.20797159537 4.35596196815 4.45682921635 -113106.869531
64.0600137491 177.79246328 2.54506587274 6.89067100402 -113106.816276
5.68655158491 17.9092652355 6.23912108287 2.36627755096 -113106.807443
89.082397767 12.5149524616 5.37558554274 3.46988368132 -113106.743815
114.015810297 182.121939578 2.37486521809 8.1782560775 -113106.688061
12.5862790869 16.5196609356 4.50253693562 3.52983181381 -113106.673897
71.456277186 71.9315322996 5.48336439503 3.00239486101 -113106.638143
69.2010000303 189.99778007 5.38860649651 3.49428365199 -113106.43231
169.164410347 169.094122542 5.79139996945 3.15562357971 -113106.425028
149.045191289 126.414467421 4.32562858764 4.27819826076 -113106.291355
18.3475797855 98.2592349055 6.2917820987 2.78263274302 -113106.12614
51.3291845499 29.0983603991 5.62347389282 3.9589631991 -113105.831357
14.298795129 116.069436665 8.30905592279 2.2582000085 -113105.594015
65.9610586413 99.5779060675 3.72099880686 4.70568330957 -113105.535333
34.166222034 125.500183809 2.29605618605 7.98602239248 -113105.46619
99.9635983177 78.9368953381 2.60933409803 6.26851351546 -113104.839142
75.662052877 198.147387937 4.35623628368 5.61795382605 -113104.792339
1.82000916603 61.3113898245 2.7587609915 8.1090804899 -113104.703595
198.333940747 194.31919262 4.64794932567 4.97724776253 -113104.414351
117.661983087 135.026803586 4.46865064307 3.87621931544 -113104.350059
175.964929921 163.611612084 4.7905958007 3.82943135785 -113104.219901
8.59374338247 85.2080210447 3.00720481418 5.9067082943 -113104.199994
87.2277545207 10.648626031 7.42407733695 2.50453616554 -113104.007765
177.305076466 117.634680405 5.40422497875 2.93843865984 -113103.87016
84.6829717052 184.990651975 3.00105248035 6.24711745947 -113103.62795
174.368933794 127.346463831 7.56760423959 2.07381669019 -113103.534708
45.7494880744 187.709394539 3.15079678392 5.25910882255 -113103.023337
132.297140155 132.518707733 7.0793048453 2.29127209798 -113102.948493
190.792113353 12.3771543088 6.28139656488 2.67217764446 -113102.716734
45.9979835234 166.873971351 3.49140487161 5.52818099375 -113102.382668
143.505466006 107.455901636 6.84105508787 2.42778311555 -113102.359464
17.6573908081 2.02536827237 7.2124692749 2.56440580498 -113101.329807
103.57760593 110.181405796 7.30459391492 2.48531130933 -113100.971143
83.4062404794 116.540851754 8.1728343058 2.41340823736 -113100.720433
13.4525631855 65.3370092337 2.4107314591 7.02611906094 -113100.713451
192.52724937 174.864528146 2.91486227138 5.63645204473 -113100.444069
19.380393059 171.443373685 4.84604152876 3.71900013568 -113100.397074
147.642363397 15.2706263946 3.25803166116 5.18259910374 -113100.373838
103.433300868 185.767066252 2.40833462434 8.22652806484 -113100.1064
55.4820180726 44.9691265235 1.82490821022 8.66444202886 -113100.003703
197.840202041 40.7607008733 5.05731987542 4.19823623776 -113099.708035
114.990649341 68.1256377453 5.37957736352 3.12641264617 -113099.698401
156.938739186 60.7605137366 2.87065326113 6.0812151955 -113099.345401
67.572250473 180.503164136 3.80508511611 4.6446390637 -113099.311268
167.606381931 128.754517655 3.66209299178 4.01149086021 -113099.146395
149.010346745 172.612905934 9.94171480816 2.05454556958 -113098.701031
32.4420974342 182.418675091 3.12852888513 5.32988279122 -113098.671864
90.4287340679 38.2100384383 2.69382756124 6.47313413616 -113098.524559
30.5666276212 109.537724178 3.42991442586 5.09047191962 -113098.37405
145.446418025 3.65517075536 2.24825538712 8.13520473456 -113098.232326
166.386495266 197.515943781 9.0917192042 2.11263537164 -113098.010389
1.40561812268 66.9235675885 7.97092947956 2.41436688705 -113097.72936
169.962305835 63.3535715331 2.43060572579 6.85247157218 -113097.634199
186.532666647 75.8508497358 4.00909709343 4.12964826927 -113097.616749
113.534291579 66.9805064039 1.88618560755 8.46405360441 -113097.526262
50.7546749756 117.346528548 5.07262287708 3.29926485979 -113096.945019
31.8037729299 149.929845564 2.83554696333 7.13727988208 -113096.78904
135.938578059 90.7285415526 2.4524290151 6.89628028306 -113096.721302
63.0338839802 63.7188322246 6.69207014906 2.5614842989 -113096.509153
196.519436825 187.848042327 5.90531718742 3.25959519277 -113096.086207
126.942157525 30.0628766234 2.4805985146 6.22526905363 -113096.048453
121.059455801 182.20919673 5.58145730579 3.03218963663 -113096.028253
134.362463563 130.431375215 8.2657577132 2.00841304248 -113096.018694
28.0285054647 170.122907527 5.15154783694 3.70448020072 -113095.959272
125.476385029 61.0327241265 5.97439492677 2.79081873452 -113095.94764
38.9576389075 18.402819556 11.6896776642 3.67601132433 -113095.754588
117.129615056 164.78301748 3.33019270281 4.77382511219 -113095.650247
33.4517380287 48.8652929206 3.11398909758 5.84185848725 -113095.516179
180.267553017 166.319140238 8.73471348509 2.13250818829 -113095.397126
125.160250284 152.843455145 2.68754404431 5.88246373324 -113095.076306
62.4332277946 136.761223288 4.93038874193 3.06581271561 -113094.972428
185.836952154 42.9056217485 3.44864872442 4.53063393259 -113094.917548
19.2944497024 89.2147514951 3.70445534101 4.39998237406 -113094.735074
75.389134661 77.7536885621 3.88688757106 4.45818826591 -113094.67756
1.73981066285 121.798749661 3.42461587035 5.60897339074 -113094.539251
31.6048095423 156.930456748 4.78960742158 5.09773363663 -113094.518612
92.2248259041 89.3348339665 2.22861895311 7.55106084259 -113094.260536
113.891677945 182.761490452 5.49067874772 3.27677988616 -113094.227303
37.1481758123 52.9824076939 2.85511577668 6.29418441892 -113094.177887
151.770381251 122.711370579 1.97017927309 8.59886799768 -113094.109782
53.0917864667 112.665212012 2.1634025043 7.84676379708 -113094.086565
101.396348229 132.131411727 2.68355907896 6.03733115423 -113093.780086
184.620808793 44.5318557121 7.42205772312 2.0222657536 -113093.770644
20.8619501944 131.193652199 2.19124229655 8.19655169892 -113093.678835
74.2597292177 75.7580222387 4.23971789852 4.02020282855 -113093.469406
171.65405661 84.272206261 3.5728615396 4.6577437011 -113093.446496
195.928642892 1.09661622735 5.80737403572 3.59813031737 -113093.131346
42.4009639946 72.6214796375 3.51588024864 4.64217990838 -113093.019666
169.098739678 187.065267124 3.67409558548 4.28461227952 -113092.96112
160.229830221 129.415752034 5.97277851178 2.7562884919 -113092.901719
59.0061251763 86.2657809118 1.82509847419 8.81462324774 -113092.139024
41.2826263839 75.7221177408 4.91785759696 3.3057844811 -113091.635272
199.137901126 52.591714325 9.27439714548 2.50554407476 -113091.615827
105.236628213 132.348734485 2.17807420208 7.70956801465 -113091.551369
185.150429871 194.233491952 8.35421086932 2.09864046754 -113091.544973
9.37707748113 33.3397386517 2.63081266842 6.1129491906 -113091.288549
138.202279409 114.635430831 3.68410512374 4.92754353241 -113091.265113
86.4539182473 176.064068352 3.33442954136 4.97636828244 -113090.581786
144.956109095 189.034932572 4.99513753228 3.37753582284 -113090.514586
195.761010495 139.800377652 5.94561021308 2.87597175315 -113090.463035
93.3879747857 111.652085656 3.24635473247 7.52540043883 -113090.428267
116.07020422 169.89747212 2.33203372251 6.09525349172 -113090.198447
35.3493472697 185.01671294 3.04886551529 5.05657447564 -113090.167108
62.7016295838 145.646962973 1.98882530325 8.91645556755 -113090.048755
129.263682425 123.058383345 7.8780811734 2.1040769561 -113090.018176
131.58890953 162.501783147 6.98186844728 2.35618598045 -113089.952801
132.905045078 109.831111182 2.20199466598 8.24786665854 -113089.950952
183.848262409 53.2425379123 2.11051100769 7.14987973043 -113089.606593
176.878660203 181.791992145 3.04730786898 4.91218985752 -113089.589449
157.176146102 73.320735676 3.75775080259 4.56799118017 -113089.508382
58.2412401294 123.419224516 4.49025138015 3.5017238191 -113089.31869
52.7642488429 32.5258696486 4.03490432218 3.87946843274 -113089.138775
23.3388795026 18.2146363731 5.91262339325 2.85890206647 -113089.060548
152.557261493 154.332362627 3.74367762425 4.96635153657 -113089.046455
180.765407957 73.7051801502 4.69147030492 3.00080417692 -113089.021065
186.179563792 22.9298832963 7.49216554469 2.30452660747 -113088.906228
154.089699083 197.598212266 2.79128524136 7.58010160063 -113088.873303
5.99291491175 66.8612270466 1.98056622057 8.99220207071 -113088.823093
62.1494712292 146.702285885 2.58081639564 6.97652877713 -113088.741421
62.5864458287 6.81365333172 3.18898402921 4.99631730467 -113088.660458
194.615314065 81.7791981365 2.40122336864 8.90771396192 -113088.386146
165.379642488 85.9359929739 2.7473431125 5.96244320967 -113088.379891
185.355043533 4.71993662955 2.33946233341 6.65987551959 -113088.370925
92.4668841116 138.880207662 8.21945397332 2.05914305151 -113088.349607
189.842337098 69.7736085518 2.29114894368 7.14981571025 -113088.236983
20.1520506079 145.030063404 2.27766807762 6.7817317501 -113088.039068
52.7823717666 36.4466334616 4.38507404654 3.5926862071 -113087.821786
42.3439418398 17.189844744 8.28641264472 6.24910872828 -113087.713911
190.517437352 14.6566597262 2.21567488831 6.90815618355 -113087.697721
104.932252861 101.176137121 1.87493423022 8.56794972232 -113087.450674
63.1747576177 133.067852909 5.45228775601 2.68934264062 -113087.286226
195.085438451 133.92873977 2.88694269693 6.02608665676 -113087.081046
60.7380513657 123.124060588 4.08870674545 3.83003053848 -113087.077515
33.9739557835 8.55993812813 2.82365652336 8.14456534666 -113087.03965
195.028769206 155.857700591 2.4649416804 7.39609116096 -113086.968651
157.733865404 9.40844013698 2.11331757547 8.05761982407 -113086.884229
19.9252453008 189.788180458 3.43565262541 4.46157001128 -113086.763403
141.212345975 103.320427585 1.99137154362 8.55499374243 -113086.545445
179.71145762 198.995041161 3.68866207992 6.6347161876 -113086.511377
63.5082417639 188.387820202 4.65842560053 3.46706474724 -113086.38295
16.0830473187 18.0917149748 1.62860722972 8.66686456083 -113086.305522
54.2890342817 190.990169672 1.89341319249 8.84250809286 -113086.300428
73.4486676863 172.317026024 2.08420356202 8.1566002453 -113086.246188
100.647771347 3.76745216686 4.43836433332 3.8756915127 -113086.242248
18.3059697214 100.025534755 2.34890881258 7.19821881756 -113086.088142
185.075763526 130.125940405 2.00124880605 8.03687425737 -113086.075813
116.461963946 45.2161635722 6.99438429526 2.25717790137 -113085.988702
90.9136339868 191.52222482 5.27707105182 3.54316418597 -113085.985588
103.818876448 104.439329147 6.30067459975 2.35753134951 -113085.982174
73.7314373891 44.6425496155 2.27772872622 6.84210703894 -113085.774679
81.0524333495 74.7339121109 2.37413422131 6.39053426972 -113085.735797
46.3607302334 9.45278469403 5.11210414221 3.45734123747 -113085.702294
8.14178613442 73.6608854834 7.63403830529 2.04188934251 -113085.666916
153.987708866 126.273306648 2.20768355103 7.19843756468 -113085.443935
198.222014097 112.413374805 4.41849429857 4.48063455387 -113085.398147
122.853584118 68.4161675964 2.47618913838 5.90160190621 -113085.317169
65.0666311397 194.910871025 2.40420362469 7.87692520792 -113085.287792
163.244971934 79.9195184434 4.7330663984 3.50348447912 -113085.248068
76.30051944 67.9646168039 4.53798993947 3.34529109037 -113085.215957
90.7992547184 34.9951939714 5.93121039011 2.60188857382 -113085.175115
166.133849727 6.26564446756 4.3211734486 3.63735064325 -113085.130023
6.37428502044 55.8692090046 2.05772571276 8.59276671217 -113085.056227
3.28523932228 181.168340154 3.10574892985 6.14038878066 -113084.938905
43.9046222713 49.006004058 5.10336324577 2.82003794903 -113084.761483
75.7163517983 47.0860291009 2.24792186366 6.95136281893 -113084.542365
52.5020273517 93.6655378378 4.00728568725 3.65653653445 -113084.246397
116.650417354 194.03405558 4.15058813599 4.36057106158 -113084.176033
37.9719425405 123.802964029 2.85648026432 5.6093168736 -113084.136092
91.7973667403 33.3225797966 2.47405277874 6.69950888774 -113083.912
190.716981723 8.06174312402 2.12529710063 7.05218750886 -113083.78951
172.505884274 149.979913595 3.04788751787 5.46872800406 -113083.472456
80.338576509 12.4598754842 4.13873957246 4.34375241778 -113083.191956
121.537368959 170.035280615 5.23379650212 2.74118198185 -113083.112641
30.0443138289 38.9188511084 2.32585395598 7.01129694332 -113083.108388
185.247348131 58.6077126055 2.39641262682 6.58598726027 -113083.080754
134.09011417 63.5076638439 3.92254574449 4.04855344605 -113082.767494
145.057109899 51.1449708305 2.37711516308 7.25255694871 -113082.567347
46.778323589 137.617968973 4.48122314392 3.37667512386 -113082.484522
7.32384964128 64.9923137137 1.97844547573 8.33321932633 -113082.232286
55.1959791275 194.553968131 2.87704071226 6.08315631278 -113082.167879
182.672816617 58.1577674775 5.52262701597 2.75956153514 -113081.876952
168.913113295 67.5414292751 3.02628035908 5.15783532711 -113081.717593
164.94989713 146.522059982 6.22257050496 2.39286243593 -113081.680579
119.267755289 83.9953267999 3.68681150413 3.85093274574 -113081.355931
193.458508889 185.475246375 6.43521247389 2.64877912445 -113081.324038
141.256526589 12.4951348698 2.34947859853 6.16907122202 -113081.18377
21.5571292456 79.4198670254 7.03340545059 2.23556553768 -113081.145964
147.462044349 92.5576035824 8.91623207093 2.15151426214 -113081.132385
94.058984171 176.751673716 5.2262819187 3.01589413258 -113081.122052
48.2372065798 45.141660772 1.89089242817 8.18942742051 -113081.12169
145.03957386 191.109391672 4.48259647273 3.63379802376 -113081.095537
72.1558362026 127.300535135 4.37052649737 3.89568944417 -113080.917105
18.8411831191 0.031458341871 2.75661319897 7.70872671405 -113080.734643
172.064325424 15.1216978776 6.63176958404 2.59696929431 -113080.520872
5.10922242488 24.3288442809 5.37966353967 2.44256089146 -113080.513706
170.716900534 184.138726348 5.38608539107 2.71102536013 -113080.487272
96.2283775661 54.932247992 5.90166713991 2.74853715017 -113080.470035
47.3950605079 60.8041799933 5.45698730416 2.65434906056 -113080.239597
159.648007103 36.9386087057 3.42297558197 5.3687952969 -113079.9032
38.9558690515 118.642480928 1.84495209999 8.72384241342 -113079.69727
13.7163537702 19.9715625645 1.65575339622 7.79867826131 -113079.66273
53.4433559737 92.7372815854 4.83880901054 2.90786087277 -113079.542848
67.0195150856 0.1058736589 5.41955837722 3.41711698886 -113079.519206
116.780129179 87.2989957743 6.4456078394 2.4454609627 -113079.49653
84.2644269678 104.152106747 2.95778620259 5.67641572071 -113079.085394
164.583216191 72.3137747141 4.33094715798 3.7985691761 -113079.057721
161.559528381 51.1816174707 1.88339723789 8.53134508163 -113078.978183
182.408433443 77.2997639751 3.15564871195 5.0299435398 -113078.952158
146.859662025 194.790592257 2.85464498442 6.14308463565 -113078.569192
148.430337217 157.248035128 5.91457310764 2.60482039055 -113078.472254
196.315577312 21.5040424089 4.38034529526 3.33935076235 -113078.064985
157.737020323 185.57456395 2.18318906213 7.88203520027 -113077.999756
132.069578776 154.432209158 2.01826638818 6.96265305321 -113077.938782
77.4252309077 44.0227819984 2.34485784165 6.39653960312 -113077.872637
16.2519472676 39.6566735019 1.89199426753 7.74827872049 -113077.838833
154.792986926 141.710388818 8.37212901274 2.01539777381 -113077.783944
111.369753616 100.338326143 6.30930175991 2.13161248698 -113077.707106
162.231093243 28.9761012525 3.91061872739 4.5182513837 -113077.551717
123.232662891 136.049557539 2.59993318489 5.94621067057 -113077.543152
152.631807414 153.891763994 3.76023672559 4.5740915508 -113077.48395
140.187374514 92.6087473422 2.44322954362 6.72069160411 -113077.483837
85.6469248449 125.358134439 2.60024737227 5.86339132451 -113077.406649
66.7967123045 198.697491187 3.85811845972 5.38526599369 -113077.265362
137.75845578 30.1126168098 1.89599716891 8.09901743342 -113077.25515
103.132011941 187.689655256 2.68409852738 6.49877225148 -113077.209824
20.7668473189 164.462667936 3.53480958845 4.85223267287 -113077.114082
106.266952877 110.666225405 4.1381385909 4.06530563073 -113076.995889
87.8826012682 50.4775011562 4.12950613867 3.80283982025 -113076.706731
161.851849154 134.908896598 2.73148488107 5.35978744946 -113076.518696
59.6237425252 184.654273282 2.57523670002 5.78043693581 -113075.911935
133.359825387 180.14929342 7.69343145517 2.20718193921 -113075.840066
133.851083955 51.0579936275 4.88618796505 2.88727430634 -113075.833799
13.0209525413 59.6526324578 1.78580049803 8.59955874442 -113075.826554
86.8139269876 69.2463383004 6.08480532986 2.3535333981 -113075.677866
99.5740322978 93.3523460869 2.28630926049 6.42679171917 -113075.624719
88.1956480502 84.3249107271 2.36160955465 6.19145877593 -113075.574431
196.962476571 193.823943976 3.13273484928 6.24224103126 -113075.559843
170.685784867 137.209070207 2.70587850466 5.39531094363 -113075.262322
42.5280836508 115.312395453 5.81657638917 2.54417994519 -113075.205571
30.2333764696 118.353243245 3.05764085069 5.28005188532 -113075.17566
40.2107339974 141.122629838 2.63438759642 5.66819747691 -113075.156202
92.3378569863 177.906539893 4.03558492531 3.5903455956 -113075.136469
169.068518752 192.057890899 6.93813005996 2.16917806549 -113074.961778
62.5267151276 180.770937359 2.37844568018 6.26786119095 -113074.850081
115.367928891 195.411055105 2.63306824413 7.5828582763 -113074.84407
188.759002441 13.9504319727 1.79457928494 7.87910056658 -113074.808437
44.9996855109 176.670504718 2.6697218909 5.51489456795 -113074.493423
57.21904828 63.1871424816 3.47494385049 3.83720117741 -113074.49049
50.6479882886 171.949789851 4.49642833269 3.30737477518 -113074.450042
174.527090739 114.577119782 2.03001556868 6.75119049279 -113074.434881
95.9853000191 96.3357196519 1.80515487787 8.99354852097 -113074.344133
59.3375362183 66.5053896549 2.21537566075 5.9103360463 -113074.091208
23.3104893721 187.142209629 2.43217814762 5.88790959612 -113074.049722
141.370225576 90.0454635829 2.81658192309 5.75646561414 -113073.981832
199.078973492 185.203515807 2.87425060675 7.602799583 -113073.980151
184.405410506 199.415923828 2.54881718642 8.99957381393 -113073.734179
170.373027683 74.9195423659 3.11431710293 4.86073629672 -113073.642654
182.060094518 132.685509391 2.49878844044 6.06500357599 -113073.630349
40.2737212658 61.8077492487 5.45851647464 2.64913621179 -113073.585902
129.41059816 55.1808008374 6.30523098735 2.47202672699 -113073.437426
55.064579944 101.925811223 6.48655345423 2.23213030737 -113073.269084
62.7506055395 3.86610431198 4.93628275791 2.74282002178 -113073.185072
148.953048214 31.6892561642 3.58597114748 5.29338581709 -113073.136617
85.8697494663 31.1884001038 2.5100185793 5.64969893649 -113073.019494
29.7431776715 124.993367234 3.94193069513 3.87230994414 -113072.943521
170.656682902 2.95092228835 4.22884181771 3.00817767868 -113072.779869
89.3042977846 196.71930863 5.6431783698 2.7337353119 -113072.676452
121.335764009 89.0480295871 1.58480192337 7.8810791281 -113072.659847
99.1018211361 143.939548605 6.78049021225 2.3849500148 -113072.657356
71.1081463731 58.0913586646 4.00765408107 3.62730784956 -113072.433359
8.39713651407 161.759578522 3.69457198981 4.07033266517 -113072.421754
110.432377667 15.1628557028 4.6328692361 3.24041128995 -113072.358213
124.565499778 55.2590548582 3.80301974208 3.95554695879 -113072.316209
33.4108507747 150.060133865 5.72509407652 2.76506976708 -113072.277815
112.013549049 118.575442525 2.02849051151 8.60458433868 -113071.989314
171.404253117 103.594596816 6.16807679578 2.43117275223 -113071.882737
96.3989313744 161.69879224 6.6196627456 2.52512805661 -113071.295476
19.1448260922 182.196749029 2.28826345734 6.67011768833 -113071.210402
91.082195301 135.316432639 3.90471194351 3.56551211176 -113071.15645
72.2101385891 137.630553636 5.2103784175 2.70098822945 -113070.827815
42.2650556093 131.40682683 2.52879171127 6.11913657495 -113070.684152
95.6676522937 144.572935971 2.49006291509 6.40816701211 -113070.628029
121.745363719 49.8083969675 2.51360965464 5.83572672954 -113070.624847
28.8037267966 38.4293779939 6.78641288794 2.02088322097 -113070.591037
15.8420127337 59.5381004611 2.2661733963 6.58180248037 -113070.374994
155.236323924 120.010594451 5.30654031404 2.61872088181 -113070.230898
184.965062841 170.309972575 3.52771380523 4.07631120404 -113070.047675
24.9815627582 101.068165462 2.23943587863 7.00255439674 -113069.919273
85.4164734085 103.070370421 3.67526384872 4.11617890493 -113069.816058
25.0188371882 152.149657806 2.14423840192 8.27195706393 -113069.551254
115.526669658 145.113469842 3.4445710979 4.71463549464 -113069.477444
194.069799557 149.97638662 2.7958266264 5.53504199598 -113069.390065
138.261566251 58.4826201023 4.38016745437 2.9603824744 -113069.32011
124.102947517 111.245050599 6.9287133718 2.43735302428 -113069.187118
117.127289179 188.29325078 3.28782444738 4.97737853946 -113068.927539
101.887105564 180.283087504 6.38751064316 2.51220195529 -113068.862624
93.9667498369 62.7438502292 2.02147645666 7.83740032235 -113068.836723
54.5622664276 126.61040694 2.08811949725 7.06031293812 -113068.791117
83.303298264 170.254095603 2.24767337337 6.74754071197 -113068.755476
68.6328841722 161.17717049 6.01525050441 2.79766943291 -113068.736012
143.406400519 59.2374166987 4.92560421582 3.04397196318 -113068.711484
193.086371152 189.65090154 3.66874878813 4.4197154649 -113068.613515
128.172531223 157.093792607 2.61202139621 5.25955041531 -113068.376869
144.96109315 56.6622702635 4.69443029601 3.28707989025 -113068.308755
136.854644009 54.7386575499 2.02224465307 7.1216138868 -113068.271161
73.6882370327 54.7996855423 4.5782129443 3.32715867721 -113068.225336
19.3947126507 98.636723128 5.89686537765 2.47034066936 -113067.969101
0.488739554031 53.7635547215 3.93612635322 5.18839962086 -113067.879634
114.469613503 18.8122208971 4.1558528476 3.57618178149 -113067.671013
75.7581732496 177.227645228 5.61606458275 2.71909540491 -113067.63149
20.9105286426 27.3032376759 5.93398338683 2.17022839103 -113067.371808
28.1554030927 27.4067141846 5.56418641827 2.62714233229 -113067.138123
126.340438546 98.3854500296 4.60914404879 2.97727318511 -113066.943437
195.848277125 0.496086635355 8.12714161121 2.25453897366 -113066.92475
125.829990372 101.503989635 4.19510534793 3.36243848262 -113066.908928
15.657898948 14.1044115055 6.94527354919 2.04300695051 -113066.870603
87.7909016278 76.2960198676 1.56442654642 8.63426151912 -113066.833695
195.828946525 25.8488409289 3.29474317885 4.70599326319 -113066.830977
96.4021759879 91.7475565132 2.68436712822 5.45457097787 -113066.806698
44.0446300253 10.5112352642 4.17425741565 4.64934827158 -113066.695227
110.272480387 51.4338452481 4.26411437289 3.1961926463 -113066.638666
189.096187416 26.7951993358 1.94635306001 7.97636611565 -113066.631679
27.2902183044 8.68090549462 4.78143510016 2.94426249506 -113066.575345
153.797958421 103.907195093 5.03567123751 2.81018582133 -113066.50704
34.2100619385 84.393080561 4.3883889742 3.03228077114 -113066.458136
198.788702145 22.1759819986 5.28799501389 3.15870596547 -113066.429156
12.5696016529 36.2982602709 1.71591093571 8.03851020959 -113066.291955
39.0246726758 117.222944908 1.92168914629 7.61264515733 -113066.10332
199.881272056 57.2425759623 3.23630300005 6.53724945071 -113066.010592
95.603709978 146.147375249 2.63431722456 5.93628913844 -113065.85149
53.0502750872 81.2898753738 2.14009007985 6.17539983427 -113065.783281
118.936764064 171.459470012 4.306453475 2.89376394213 -113065.742127
186.7201863 71.660869318 3.0498554512 4.1150089274 -113065.489697
53.3609854411 168.533782639 3.03609374124 4.4398339245 -113065.434715
79.1080062432 37.9845646088 2.32575465941 6.033963445 -113065.347526
127.878873087 118.215255175 2.54778257312 6.48907379726 -113065.321093
38.4391904126 162.369254551 2.9880043874 7.96801873673 -113065.283319
129.357531743 77.4495191588 3.81677644921 3.34258274797 -113064.806621
14.8487277523 151.163399881 1.63978840344 8.58594001816 -113064.735289
176.430902415 17.2663095332 4.75737393478 3.00057278433 -113064.691116
140.676058693 53.4182563125 3.80365215853 3.63473956926 -113064.653692
102.822947204 182.793963126 2.87693147957 5.75742577456 -113064.602021
81.1453008792 170.184294509 6.5528545708 2.36418417062 -113064.50973
67.0165990418 140.21396305 1.95938008841 7.39487565563 -113064.389949
158.864862266 38.6528566683 2.01508153976 8.65350552423 -113064.319036
57.3808137062 139.712402379 3.43662042789 4.12297944393 -113064.232833
129.873714325 137.572703536 1.56751820636 8.70449560304 -113064.006564
